name,telecode,latitude,longitude,centrality_score,province,city,railway_bureau,station_type
一间堡,,43.999743,125.352555,50,吉林,长春,沈阳铁路局,客运站
一面坡,,45.060231,128.073695,60,黑龙江,哈尔滨,哈尔滨铁路局,客运站
一面山,,40.347124,124.091609,50,辽宁,丹东,沈阳铁路局,客运站
七台河,,45.809457,130.894806,70,黑龙江,七台河,哈尔滨铁路局,客运站
七里河,,41.337409,121.251344,50,辽宁,锦州,沈阳铁路局,客运站
万乐,,45.882929,126.458569,50,黑龙江,哈尔滨,哈尔滨铁路局,客运站
万发屯,,46.542687,127.121214,50,黑龙江,哈尔滨,哈尔滨铁路局,客运站
万宁,,18.809312,110.376885,50,海南,万宁,广铁集团,客运站
万州,,30.757227,108.395238,55,重庆,万州区,成都铁路局,客运站
万年,,28.688356,117.07456,50,江西,上饶,南昌铁路局,客运站
万源,,32.085544,108.037254,60,四川,达州,西安铁路局,客运站
三义井,,42.698688,120.245407,50,内蒙古自治区,赤峰,沈阳铁路局,客运站
三亚,,18.298039,109.488728,100,海南,三亚,广铁集团,客运站
三十家,,41.012323,119.048637,50,辽宁,朝阳,沈阳铁路局,客运站
三十里堡,,39.265116,121.792701,50,辽宁,大连,沈阳铁路局,客运站
三原,,34.606743,108.942954,50,陕西,咸阳,西安铁路局,客运站
三台,,41.946578,123.149112,50,辽宁,沈阳,沈阳铁路局,客运站
三堂集,,33.338863,115.815899,50,安徽,阜阳,上海铁路局,客运站
三家寨,,26.096845,104.666805,50,贵州,六盘水,昆明铁路局,客运站
三家店,,39.948791,116.114195,50,北京,门头沟区,北京铁路局,客运站
三明,,26.243634,117.602622,55,福建,三明,南昌铁路局,客运站
三明北,,26.379135,117.801796,60,福建,三明,南昌铁路局,客运站
三水,,23.161973,112.882764,50,广东,佛山,广铁集团,客运站
三汇镇,,31.017132,107.169935,50,四川,达州,成都铁路局,客运站
三江县,,25.729404,109.572054,50,广西壮族自治区,柳州,南宁铁路局,客运站
三江口,,43.36851,123.714353,50,辽宁,铁岭,沈阳铁路局,客运站
三河县,,39.977535,117.0923,50,河北,廊坊,北京铁路局,客运站
三源浦,,42.053438,125.753872,50,吉林,通化,沈阳铁路局,客运站
三门县,,29.058074,121.35887,55,浙江,台州,上海铁路局,客运站
三门峡,,34.76158,111.227189,50,河南,三门峡,郑州铁路局,客运站
三门峡南,,34.749567,111.154273,50,河南,三门峡,郑州铁路局,客运站
三门峡西,,34.694404,111.081256,50,河南,三门峡,郑州铁路局,客运站
三间房,,47.096366,123.837114,65,黑龙江,齐齐哈尔,哈尔滨铁路局,客运站
上园,,41.611484,120.975296,50,辽宁,朝阳,沈阳铁路局,客运站
上杭,,25.185493,116.733236,50,福建,龙岩,南昌铁路局,客运站
上板城,,40.836588,118.05145,50,河北,承德,北京铁路局,客运站
上板城南,,40.823562,118.040886,50,河北,承德,北京铁路局,客运站
上海,,31.25155,121.451047,100,上海,闸北区,上海铁路局,客运站
上海南,,31.154984,121.424846,100,上海,徐汇区,上海铁路局,客运站
上海虹桥,,31.196139,121.316046,100,上海,闵行区,上海铁路局,客运站
上海西,,31.263973,121.398723,50,上海,普陀区,上海铁路局,客运站
上虞,,30.004007,120.85267,50,浙江,绍兴,上海铁路局,客运站
上虞北,,30.055756,120.84883,50,浙江,绍兴,上海铁路局,客运站
上饶,,28.49349,118.002529,80,江西,上饶,南昌铁路局,客运站
下台子,,40.60168,117.734715,50,河北,承德,北京铁路局,客运站
下城子,,44.66941,130.439235,50,黑龙江,牡丹江,哈尔滨铁路局,客运站
下板城,,40.772557,118.170308,50,河北,承德,北京铁路局,客运站
下社,,39.148846,113.171384,50,山西,忻州,太原铁路局,客运站
下花园,,40.485418,115.273652,50,河北,张家口,北京铁路局,客运站
下马塘,,41.029863,123.73001,50,辽宁,本溪,沈阳铁路局,客运站
东丰,,42.652311,125.538465,50,吉林,辽源,沈阳铁路局,客运站
东乡,,28.231544,116.621386,50,江西,抚州,南昌铁路局,客运站
东二道河,,47.684191,134.114654,50,黑龙江,佳木斯,哈尔滨铁路局,客运站
东京城,,44.115903,129.218092,90,黑龙江,牡丹江,哈尔滨铁路局,客运站
东光,,37.898144,116.531533,50,河北,沧州,北京铁路局,客运站
东升,,22.60757,113.279088,50,广东,中山,广铁集团,客运站
东台,,32.875992,120.339279,50,江苏,盐城,上海铁路局,客运站
东安东,,26.381196,111.332242,60,湖南,永州,南宁铁路局,客运站
东方红,,46.204336,133.082876,70,黑龙江,鸡西,哈尔滨铁路局,客运站
东明县,,35.268884,115.086541,50,山东,菏泽,郑州铁路局,客运站
东明村,,43.270808,121.222668,50,内蒙古自治区,通辽,沈阳铁路局,客运站
东来,,43.387704,121.636538,50,内蒙古自治区,通辽,沈阳铁路局,客运站
东津,,46.737822,127.209369,50,黑龙江,绥化,哈尔滨铁路局,客运站
东海,,45.288666,131.318721,50,黑龙江,鸡西,哈尔滨铁路局,客运站
东海县,,34.518246,118.7627,50,江苏,连云港,上海铁路局,客运站
东胜西,,39.723132,109.871695,55,内蒙古自治区,鄂尔多斯,呼和浩特铁路局,客运站
东至,,30.175106,117.023196,50,安徽,池州,上海铁路局,客运站
东莞,,23.090335,113.853979,50,广东,东莞,广铁集团,客运站
东莞东,,22.969893,114.033952,85,广东,东莞,广铁集团,客运站
东营,,37.454666,118.466466,50,山东,东营,济南铁路局,客运站
东辛庄,,40.359227,120.447915,50,辽宁,葫芦岛,沈阳铁路局,客运站
东边井,,47.414624,127.111776,50,黑龙江,绥化,哈尔滨铁路局,客运站
东通化,,41.76849,126.038313,50,吉林,通化,沈阳铁路局,客运站
东镇,,35.427387,111.306085,50,山西,运城,太原铁路局,客运站
东门,,45.738194,126.710013,50,黑龙江,哈尔滨,哈尔滨铁路局,客运站
两家,,45.525903,123.940432,50,吉林,白城,沈阳铁路局,客运站
中卫,,37.521592,105.186404,70,宁夏回族自治区,中卫,兰州铁路局,客运站
中宁,,37.555139,105.663168,50,宁夏回族自治区,中卫,兰州铁路局,客运站
中宁东,,37.449088,105.698369,50,宁夏回族自治区,中卫,兰州铁路局,客运站
中山,,22.546492,113.42776,50,广东,中山,广铁集团,客运站
中山北,,22.559978,113.377117,50,广东,中山,广铁集团,客运站
丰乐镇,,46.809741,130.867559,50,黑龙江,双鸭山,哈尔滨铁路局,客运站
丰城,,28.186034,115.785555,50,江西,宜春,南昌铁路局,客运站
丰城南,,28.077665,115.762203,50,江西,宜春,南昌铁路局,客运站
丰都,,29.848293,107.685813,70,重庆,丰都县,成都铁路局,客运站
丰镇,,40.434051,113.156426,50,内蒙古自治区,乌兰察布,呼和浩特铁路局,客运站
丰顺,,23.753183,116.186067,50,广东,梅州,广铁集团,客运站
临汾,,36.087206,111.531052,100,山西,临汾,太原铁路局,客运站
临汾西,,36.101294,111.459406,60,山西,临汾,太原铁路局,客运站
临沂,,35.037149,118.338316,55,山东,临沂,济南铁路局,客运站
临沂北,,35.117441,118.437709,50,山东,临沂,济南铁路局,客运站
临河,,40.742258,107.423383,65,内蒙古自治区,巴彦淖尔,呼和浩特铁路局,客运站
临泽,,39.155776,100.158447,50,甘肃,张掖,兰州铁路局,客运站
临海,,28.883382,121.241813,50,浙江,台州,上海铁路局,客运站
临淄,,36.803431,118.285362,50,山东,淄博,济南铁路局,客运站
临清,,36.841741,115.7321,50,山东,聊城,济南铁路局,客运站
临湘,,29.477547,113.478177,50,湖南,岳阳,广铁集团,客运站
临颍,,33.80824,113.91458,50,河南,漯河,郑州铁路局,客运站
丹东,,40.122888,124.38226,100,辽宁,丹东,沈阳铁路局,客运站
丹凤,,33.68172,110.349097,50,陕西,商洛,西安铁路局,客运站
丹徒,,32.117646,119.515848,50,江苏,镇江,上海铁路局,客运站
丹阳,,32.004116,119.588333,50,江苏,镇江,上海铁路局,客运站
丹阳北,,32.01717,119.665807,50,江苏,镇江,上海铁路局,客运站
丽水,,28.444819,119.949523,75,浙江,丽水,上海铁路局,客运站
丽江,,26.814431,100.251113,85,云南,丽江,昆明铁路局,客运站
乃林,,41.910336,119.273102,50,内蒙古自治区,赤峰,沈阳铁路局,客运站
义县,,41.5252,121.224046,50,辽宁,锦州,沈阳铁路局,客运站
义马,,34.722392,111.90655,50,河南,三门峡,郑州铁路局,客运站
乌伊岭,,48.595726,129.432396,75,黑龙江,伊春,哈尔滨铁路局,客运站
乌兰哈达,,41.632209,113.181905,50,内蒙古自治区,乌兰察布,呼和浩特铁路局,客运站
乌兰浩特,,46.069025,122.057092,100,内蒙古自治区,兴安盟,沈阳铁路局,客运站
乌奴耳,,48.871527,121.242189,50,内蒙古自治区,呼伦贝尔,哈尔滨铁路局,客运站
乌尔旗汗,,49.56968,121.38461,50,内蒙古自治区,呼伦贝尔,哈尔滨铁路局,客运站
乌拉山,,40.656144,108.772958,50,内蒙古自治区,巴彦淖尔,呼和浩特铁路局,客运站
乌拉特前旗,,40.711922,108.645442,50,内蒙古自治区,巴彦淖尔,呼和浩特铁路局,客运站
乌西,,43.868331,87.418126,50,新疆维吾尔自治区,乌鲁木齐,乌鲁木齐铁路局,客运站
乌鲁木齐,,43.777985,87.580363,100,新疆维吾尔自治区,乌鲁木齐,乌鲁木齐铁路局,客运站
乌鲁木齐南,,43.779119,87.58336,60,新疆维吾尔自治区,乌鲁木齐,乌鲁木齐铁路局,客运站
乌龙泉南,,30.259148,114.339577,50,湖北,武汉,武汉铁路局,客运站
乐山,,29.752465,103.574525,75,四川,乐山,成都铁路局,客运站
乐平市,,28.969079,117.109582,50,江西,景德镇,南昌铁路局,客运站
乐昌,,25.132015,113.351569,50,广东,韶关,广铁集团,客运站
乐清,,28.087719,120.85544,60,浙江,温州,上海铁路局,客运站
乐都,,36.476941,102.433164,50,青海,海东,青藏铁路公司,客运站
九三,,48.879592,125.249166,50,黑龙江,黑河,哈尔滨铁路局,客运站
九台,,44.147752,125.831008,55,吉林,长春,沈阳铁路局,客运站
九台南,,44.020187,125.80544,50,吉林,长春,沈阳铁路局,客运站
九江,,29.707202,116.000767,100,江西,九江,南昌铁路局,客运站
乳山,,36.996586,121.502064,50,山东,威海,济南铁路局,客运站
乾安,,45.097354,123.873677,50,吉林,松原,沈阳铁路局,客运站
二密河,,41.786757,125.824381,50,吉林,通化,沈阳铁路局,客运站
二道湾,,47.959198,124.539671,50,黑龙江,齐齐哈尔,哈尔滨铁路局,客运站
二龙,,41.696432,119.270436,50,内蒙古自治区,赤峰,沈阳铁路局,客运站
二龙山屯,,48.493877,126.641563,50,黑龙江,黑河,哈尔滨铁路局,客运站
于都,,25.978618,115.411432,50,江西,赣州,南昌铁路局,客运站
云梦,,31.023903,113.732885,50,湖北,孝感,武汉铁路局,客运站
云霄,,23.894146,117.35663,50,福建,漳州,南昌铁路局,客运站
五叉沟,,46.768363,120.312931,50,内蒙古自治区,兴安盟,沈阳铁路局,客运站
五台山,,39.264303,113.559846,50,山西,忻州,太原铁路局,客运站
五大连池,,48.627439,126.612094,50,黑龙江,黑河,哈尔滨铁路局,客运站
五女山,,41.276265,125.32143,50,辽宁,本溪,沈阳铁路局,客运站
五家,,45.542032,126.386642,50,黑龙江,哈尔滨,哈尔滨铁路局,客运站
五寨,,38.91634,111.827602,50,山西,忻州,太原铁路局,客运站
五常,,44.919862,127.137622,80,黑龙江,哈尔滨,哈尔滨铁路局,客运站
五棵树,,44.799347,126.154713,50,吉林,长春,沈阳铁路局,客运站
五莲,,35.8052,119.201681,50,山东,日照,济南铁路局,客运站
五营,,48.116581,129.235943,50,黑龙江,伊春,哈尔滨铁路局,客运站
五道沟,,42.134832,125.870264,50,吉林,通化,沈阳铁路局,客运站
五龙背,,40.258269,124.269725,50,辽宁,丹东,沈阳铁路局,客运站
井冈山,,26.731302,114.292142,75,江西,吉安,南昌铁路局,客运站
井南,,37.997752,114.017569,50,河北,石家庄,北京铁路局,客运站
井店,,36.60481,113.716185,50,河北,邯郸,北京铁路局,客运站
井陉,,38.034,114.130952,50,河北,石家庄,北京铁路局,客运站
亚布力,,44.927042,128.608966,50,黑龙江,哈尔滨,哈尔滨铁路局,客运站
亚布力南,,44.790609,128.482301,55,黑龙江,哈尔滨,哈尔滨铁路局,客运站
亚龙湾,,18.304451,109.598336,50,海南,三亚,广铁集团,客运站
交城,,37.519274,112.189394,50,山西,吕梁,太原铁路局,客运站
京山,,31.037814,113.130173,50,湖北,荆门,武汉铁路局,客运站
亭亮,,22.219582,107.184071,50,广西壮族自治区,崇左,南宁铁路局,客运站
亮甲店,,39.211217,121.931584,50,辽宁,大连,沈阳铁路局,客运站
亳州,,33.849319,115.791992,75,安徽,亳州,上海铁路局,客运站
仁布,,29.313414,89.809088,50,西藏自治区,日喀则,青藏铁路公司,客运站
仙人桥,,42.173849,127.234121,50,吉林,白山,沈阳铁路局,客运站
仙林,,32.124796,118.907615,50,江苏,南京,上海铁路局,客运站
仙桃西,,30.42605,113.134095,50,湖北,仙桃,武汉铁路局,客运站
代县,,39.07621,112.977642,50,山西,忻州,太原铁路局,客运站
任丘,,38.693391,116.138225,50,河北,沧州,北京铁路局,客运站
伊图里河,,50.627083,121.546014,55,内蒙古自治区,呼伦贝尔,哈尔滨铁路局,客运站
伊宁,,43.95453,81.500145,100,新疆维吾尔自治区,伊犁哈萨克自治州,乌鲁木齐铁路局,客运站
伊宁东,,43.95453,81.500145,50,新疆维吾尔自治区,伊犁哈萨克自治州,乌鲁木齐铁路局,客运站
伊尔施,,47.287579,119.83244,50,内蒙古自治区,兴安盟,沈阳铁路局,客运站
伊拉哈,,48.824071,125.157009,50,黑龙江,黑河,哈尔滨铁路局,客运站
伊春,,47.726905,128.91994,65,黑龙江,伊春,哈尔滨铁路局,客运站
伊林,,44.597839,130.346127,50,黑龙江,牡丹江,哈尔滨铁路局,客运站
会同,,26.885774,109.727632,50,湖南,怀化,广铁集团,客运站
低庄,,28.052639,110.710731,50,湖南,怀化,广铁集团,客运站
低窝铺,,40.141345,97.242961,50,甘肃,酒泉,兰州铁路局,客运站
余姚,,30.056932,121.156445,50,浙江,宁波,上海铁路局,客运站
余姚北,,30.100974,121.163857,50,浙江,宁波,上海铁路局,客运站
余杭,,30.382929,120.291696,50,浙江,杭州,上海铁路局,客运站
余江,,28.218204,116.81424,50,江西,鹰潭,南昌铁路局,客运站
余粮堡,,43.437791,121.963359,50,内蒙古自治区,通辽,沈阳铁路局,客运站
佛山,,23.049878,113.098416,50,广东,佛山,广铁集团,客运站
佳木斯,,46.802393,130.375307,100,黑龙江,佳木斯,哈尔滨铁路局,客运站
依安,,47.872672,125.279429,50,黑龙江,齐齐哈尔,哈尔滨铁路局,客运站
侯马,,35.613203,111.352145,55,山西,临汾,太原铁路局,客运站
侯马西,,35.602101,111.282082,50,山西,临汾,太原铁路局,客运站
保定,,38.862601,115.473619,70,河北,保定,北京铁路局,客运站
保定东,,38.863534,115.595701,50,河北,保定,北京铁路局,客运站
保康,,44.125931,123.320518,50,内蒙古自治区,通辽,沈阳铁路局,客运站
信丰,,25.401155,114.902982,50,江西,赣州,南昌铁路局,客运站
信宜,,22.333301,110.961314,100,广东,茂名,广铁集团,客运站
信阳,,32.130874,114.076359,75,河南,信阳,武汉铁路局,客运站
信阳东,,32.146327,114.154511,55,河南,信阳,武汉铁路局,客运站
修武,,35.243569,113.432561,50,河南,焦作,郑州铁路局,客运站
倭肯,,46.002714,130.523139,50,黑龙江,七台河,哈尔滨铁路局,客运站
偃师,,34.729569,112.788236,50,河南,洛阳,郑州铁路局,客运站
偏岭,,41.386167,123.972536,50,辽宁,本溪,沈阳铁路局,客运站
元宝山,,42.232469,119.235592,50,内蒙古自治区,赤峰,沈阳铁路局,客运站
元氏,,37.758912,114.538573,50,河北,石家庄,北京铁路局,客运站
元谋,,25.741606,101.841079,50,云南,楚雄彝族自治州,昆明铁路局,客运站
光明城,,22.736195,113.949612,50,广东,深圳,广铁集团,客运站
光泽,,27.553364,117.346314,50,福建,南平,南昌铁路局,客运站
克一河,,50.656333,122.493669,50,内蒙古自治区,呼伦贝尔,哈尔滨铁路局,客运站
克东,,48.158184,126.204785,50,黑龙江,齐齐哈尔,哈尔滨铁路局,客运站
克山,,48.014069,125.844083,50,黑龙江,齐齐哈尔,哈尔滨铁路局,客运站
克拉玛依,,45.527525,84.892756,95,新疆维吾尔自治区,克拉玛依,乌鲁木齐铁路局,客运站
免渡河,,49.097761,121.060142,50,内蒙古自治区,呼伦贝尔,哈尔滨铁路局,客运站
兖州,,35.555872,116.835457,50,山东,济宁,济南铁路局,客运站
全州南,,25.956552,111.03636,50,广西壮族自治区,桂林,南宁铁路局,客运站
全椒,,32.06372,118.276663,50,安徽,滁州,上海铁路局,客运站
八仙筒,,43.199597,121.05704,50,内蒙古自治区,通辽,沈阳铁路局,客运站
八角台,,41.283976,121.239181,50,辽宁,锦州,沈阳铁路局,客运站
八达岭,,40.357638,115.990108,50,北京,延庆县,北京铁路局,客运站
八面城,,43.206419,124.05511,50,辽宁,铁岭,沈阳铁路局,客运站
八面通,,44.924187,130.534221,55,黑龙江,牡丹江,哈尔滨铁路局,客运站
公主岭,,43.506485,124.805954,55,吉林,四平,沈阳铁路局,客运站
公主岭南,,43.471124,124.809629,50,吉林,四平,沈阳铁路局,客运站
公庙子,,40.623876,108.959264,50,内蒙古自治区,巴彦淖尔,呼和浩特铁路局,客运站
公营子,,41.355463,119.845393,50,辽宁,朝阳,沈阳铁路局,客运站
六合镇,,48.348305,124.690716,50,黑龙江,齐齐哈尔,哈尔滨铁路局,客运站
六安,,31.717103,116.495036,100,安徽,六安,上海铁路局,客运站
六枝,,26.228884,105.461106,50,贵州,六盘水,成都铁路局,客运站
六盘水,,26.59502,104.84904,65,贵州,六盘水,成都铁路局,客运站
兰岗,,44.264885,129.405066,50,黑龙江,牡丹江,哈尔滨铁路局,客运站
兰州,,36.035269,103.848899,100,甘肃,兰州,兰州铁路局,客运站
兰州西,,36.068615,103.750219,100,甘肃,兰州,兰州铁路局,客运站
兰棱,,45.218371,126.182942,50,黑龙江,哈尔滨,哈尔滨铁路局,客运站
兰溪,,29.216057,119.474847,55,浙江,金华,上海铁路局,客运站
兰考,,34.816293,114.813972,50,河南,开封,郑州铁路局,客运站
共青城,,29.245116,115.769658,50,江西,九江,南昌铁路局,客运站
关林,,34.635455,112.506838,50,河南,洛阳,郑州铁路局,客运站
兴业,,22.740549,109.893065,50,广西壮族自治区,玉林,南宁铁路局,客运站
兴义,,25.168903,104.984192,50,贵州,黔西南布依族苗族自治州,南宁铁路局,客运站
兴凯,,45.703746,132.061691,50,黑龙江,鸡西,哈尔滨铁路局,客运站
兴和西,,40.847986,113.806536,50,内蒙古自治区,乌兰察布,呼和浩特铁路局,客运站
兴国,,26.333202,115.314136,50,江西,赣州,南昌铁路局,客运站
兴城,,40.621924,120.696655,50,辽宁,葫芦岛,沈阳铁路局,客运站
兴宁,,24.105162,115.72395,50,广东,梅州,广铁集团,客运站
兴安,,25.621182,110.656987,50,广西壮族自治区,桂林,南宁铁路局,客运站
兴安北,,25.677298,110.661673,55,广西壮族自治区,桂林,南宁铁路局,客运站
兴平,,34.290526,108.484151,50,陕西,咸阳,西安铁路局,客运站
兴隆县,,40.435869,117.507659,55,河北,承德,北京铁路局,客运站
兴隆店,,41.978731,123.050934,50,辽宁,沈阳,沈阳铁路局,客运站
兴隆镇,,46.442056,127.113179,50,黑龙江,哈尔滨,哈尔滨铁路局,客运站
内乡,,33.069871,111.860075,50,河南,南阳,郑州铁路局,客运站
内江,,29.59067,105.034293,60,四川,内江,成都铁路局,客运站
册亨,,24.995647,105.79311,50,贵州,黔西南布依族苗族自治州,南宁铁路局,客运站
冕宁,,28.287449,102.191086,50,四川,凉山彝族自治州,成都铁路局,客运站
军粮城北,,39.064801,117.421897,50,天津,东丽区,北京铁路局,客运站
农安,,43.909413,125.317664,50,吉林,长春,沈阳铁路局,客运站
冠豸山,,25.527359,116.674803,50,福建,龙岩,南昌铁路局,客运站
冯屯,,47.46292,124.124387,50,黑龙江,齐齐哈尔,哈尔滨铁路局,客运站
冷水江东,,27.688198,111.488417,50,湖南,娄底,广铁集团,客运站
凌海,,41.179139,121.357653,50,辽宁,锦州,沈阳铁路局,客运站
凌源,,41.233455,119.377475,70,辽宁,朝阳,沈阳铁路局,客运站
凌源东,,41.261092,119.408546,50,辽宁,朝阳,沈阳铁路局,客运站
凤凰城,,40.447226,124.051126,50,辽宁,丹东,沈阳铁路局,客运站
凤县,,33.906269,106.503087,50,陕西,宝鸡,西安铁路局,客运站
凤州,,33.977793,106.657435,50,陕西,宝鸡,西安铁路局,客运站
凤阳,,32.909021,117.620967,50,安徽,滁州,上海铁路局,客运站
凭祥,,22.083031,106.738467,65,广西壮族自治区,崇左,南宁铁路局,客运站
凯里,,26.606343,107.97227,50,贵州,黔东南,成都铁路局,客运站
刀尔登,,40.747572,119.116204,50,辽宁,朝阳,沈阳铁路局,客运站
分宜,,27.809378,114.658641,50,江西,新余,南昌铁路局,客运站
刘家店,,44.800988,126.302854,50,吉林,长春,沈阳铁路局,客运站
刘家河,,40.670178,123.980999,50,辽宁,丹东,沈阳铁路局,客运站
利川,,30.282031,108.935953,85,湖北,恩施土家族苗族自治州,武汉铁路局,客运站
到保,,45.596297,123.164926,50,吉林,白城,沈阳铁路局,客运站
前山,,22.237345,113.521051,50,广东,珠海,广铁集团,客运站
前磨头,,37.795161,115.486601,50,河北,衡水,北京铁路局,客运站
前进镇,,47.541533,133.116637,60,黑龙江,佳木斯,哈尔滨铁路局,客运站
前锋,,47.600038,133.881459,50,黑龙江,佳木斯,哈尔滨铁路局,客运站
加格达奇,,50.418861,124.118614,95,内蒙古自治区,呼伦贝尔,哈尔滨铁路局,客运站
勃利,,45.753942,130.552535,50,黑龙江,七台河,哈尔滨铁路局,客运站
勉县,,33.173093,106.688027,50,陕西,汉中,西安铁路局,客运站
包头,,40.605048,109.830195,100,内蒙古自治区,包头,呼和浩特铁路局,客运站
包头东,,40.568993,110.018848,75,内蒙古自治区,包头,呼和浩特铁路局,客运站
化州,,21.655872,110.647312,50,广东,茂名,南宁铁路局,客运站
北京,,39.902318,116.421034,100,北京,东城区,北京铁路局,客运站
北京东,,39.90151,116.478602,65,北京,朝阳区,北京铁路局,客运站
北京北,,39.940907,116.348024,50,北京,西城区,北京铁路局,客运站
北京南,,39.863505,116.372828,100,北京,丰台区,北京铁路局,客运站
北京西,,39.893457,116.315031,100,北京,丰台区,北京铁路局,客运站
北台,,41.228849,123.632485,50,辽宁,本溪,沈阳铁路局,客运站
北安,,48.233558,126.505719,75,黑龙江,黑河,哈尔滨铁路局,客运站
北屯市,,47.332166,87.813867,65,新疆维吾尔自治区,阿勒泰,乌鲁木齐铁路局,客运站
北戴河,,39.849464,119.41378,50,河北,秦皇岛,北京铁路局,客运站
北流,,22.600245,110.152361,50,广西壮族自治区,玉林,南宁铁路局,客运站
北海,,21.455194,109.123971,100,广西壮族自治区,北海,南宁铁路局,客运站
北滘,,22.918195,113.25832,50,广东,佛山,广铁集团,客运站
北碚,,29.805098,106.427714,50,重庆,北碚区,成都铁路局,客运站
北票南,,41.700044,120.812903,50,辽宁,朝阳,沈阳铁路局,客运站
十堰,,32.605774,110.776289,100,湖北,十堰,武汉铁路局,客运站
十渡,,39.646206,115.583354,50,北京,房山区,北京铁路局,客运站
千河,,34.392479,107.299002,50,陕西,宝鸡,西安铁路局,客运站
千阳,,34.636496,107.110946,50,陕西,宝鸡,西安铁路局,客运站
华城,,24.073674,115.62027,50,广东,梅州,广铁集团,客运站
华安,,25.00521,117.529834,50,福建,漳州,南昌铁路局,客运站
华家,,44.287817,125.133283,50,吉林,长春,沈阳铁路局,客运站
华容,,30.52736,114.717278,50,湖北,黄冈,武汉铁路局,客运站
华容东,,30.534453,114.781273,50,湖北,鄂州,武汉铁路局,客运站
华容南,,30.44927,114.76937,50,湖北,鄂州,武汉铁路局,客运站
华山,,34.556139,110.135191,50,陕西,渭南,西安铁路局,客运站
华山北,,34.581704,110.093004,55,陕西,渭南,西安铁路局,客运站
华蓥,,30.366102,106.777147,50,四川,广安,成都铁路局,客运站
协荣,,29.392238,90.914945,50,西藏自治区,拉萨,青藏铁路公司,客运站
卓资东,,40.922947,112.612932,50,内蒙古自治区,乌兰察布,呼和浩特铁路局,客运站
卓资山,,40.901056,112.555131,50,内蒙古自治区,乌兰察布,呼和浩特铁路局,客运站
南丰,,27.28964,116.595022,55,江西,抚州,南昌铁路局,客运站
南丹,,24.974656,107.553931,50,广西壮族自治区,河池,南宁铁路局,客运站
南京,,32.089171,118.792979,100,江苏,南京,上海铁路局,客运站
南京南,,31.970737,118.792759,100,江苏,南京,上海铁路局,客运站
南仇,,36.747191,118.248451,50,山东,淄博,济南铁路局,客运站
南充,,30.809653,106.081673,80,四川,南充,成都铁路局,客运站
